4.923755476951836130e+01,4.227307282553544354e+01,4.435648265835466475e+01,5.949409237612887580e+01,4.297212876301047402e+01,4.770101659936181449e+01,4.531494374827500593e+01,5.646540404162022497e+01,4.340209456034272506e+01,4.587184344711991457e+01,4.700379706366405941e+01,3.700996775796346583e+01,4.698487211105211259e+01,5.818920247808830482e+01,4.505491201615318886e+01,4.306693777960307301e+01,5.223843522017269692e+01,4.480042666350261982e+01,4.885816157106495439e+01,5.517021809000000587e+01,5.505280635772004416e+01,4.471309287207682814e+01,5.341773302988701033e+01,5.011129549857749765e+01,4.547806415489055354e+01,5.493479038505730472e+01,5.273301783617319671e+01,4.390419436230810390e+01,4.966628499131333996e+01,4.131165122891329844e+01
4.224659779536844439e+01,3.480223824152581358e+01,3.505630471012236882e+01,5.393776538472666005e+01,3.693002384829011930e+01,3.889197027606758894e+01,3.894374274021851079e+01,5.085445772605704917e+01,3.871574393413552428e+01,3.987519477412433133e+01,3.962730485441841921e+01,3.383983434322166772e+01,3.902436930987925479e+01,5.237261447112742019e+01,4.081013701458903142e+01,3.873271934968765606e+01,4.682942776029308618e+01,3.852129674003304416e+01,4.177356946041040686e+01,4.874124387994699248e+01,4.975296641642994189e+01,3.480651361173791258e+01,4.662384920498442398e+01,4.461756313135387586e+01,3.796577237377550063e+01,4.957955097791109722e+01,4.746701964144214969e+01,3.920328987143845012e+01,4.222488269479449485e+01,3.611520503403475146e+01
3.435991606699393230e+01,2.887230610226725602e+01,2.867363422595398958e+01,4.312046299057421805e+01,3.071088204432997770e+01,3.155209221845311873e+01,3.209933397343342421e+01,4.087774287996708722e+01,3.228665545517937829e+01,3.285172059641894293e+01,3.238379219080913884e+01,2.907515841173735538e+01,3.182534363142719869e+01,4.193338654975034530e+01,3.389464335389765637e+01,3.237257409606267089e+01,3.800717478176906639e+01,3.181287517452657809e+01,3.399801947189045137e+01,3.917741536717059603e+01,4.014568130444433081e+01,2.836606377278305757e+01,3.756881345117623994e+01,3.638879691124930815e+01,3.115299327163306131e+01,4.000860114141602963e+01,3.849848573416117148e+01,3.263643470971692295e+01,3.425000929026112573e+01,3.029805662989780402e+01
3.044869346200753668e+01,2.654924547832046500e+01,2.652442897410154288e+01,3.663093071242241194e+01,2.777429846605182107e+01,2.855446170372071890e+01,2.878985060665853268e+01,3.502818661636732855e+01,2.881581668470688840e+01,2.930466270937539974e+01,2.905813761476287027e+01,2.641835458886905386e+01,2.869567591900423764e+01,3.579745141119885687e+01,2.993911231009042240e+01,2.885473957946254586e+01,3.295929826290414155e+01,2.857877438322310226e+01,3.019551353679266725e+01,3.386293109620918784e+01,3.448390098842060780e+01,2.634308575026475197e+01,3.273427250012450429e+01,3.180564563644744780e+01,2.818535152112138320e+01,3.438928078274894062e+01,3.330199501591740585e+01,2.906726558449340558e+01,3.039890340457439422e+01,2.742432499670413293e+01
3.733462084346803067e+01,3.176866886364999942e+01,3.216619506185816135e+01,4.599921575911974259e+01,3.321431012010442174e+01,3.500659526881734962e+01,3.477152258408726482e+01,4.367769825015968621e+01,3.440992495701369336e+01,3.543257549795875860e+01,3.540061309863378369e+01,3.055847675369536631e+01,3.501112024761469854e+01,4.484691592071443722e+01,3.594137148511083524e+01,3.438313976071392375e+01,4.061640069498572814e+01,3.444225417986606175e+01,3.698805095016277988e+01,4.217437882489318923e+01,4.281117048725259622e+01,3.204581711360489038e+01,4.061694610399135286e+01,3.895614122383702238e+01,3.416155582474522134e+01,4.268648533260841305e+01,4.108165084722968174e+01,3.477962131670540202e+01,3.736888410857974918e+01,3.250408296223713478e+01
4.872280846244225216e+01,3.995651844384325813e+01,4.076606248173937530e+01,6.230173001618439343e+01,4.210501245151609595e+01,4.521541078461775243e+01,4.460320900005083189e+01,5.863104938065463756e+01,4.386478009415198187e+01,4.561309824013599012e+01,4.569831246480412545e+01,3.761687130707522186e+01,4.513904903812396441e+01,6.050271486693274881e+01,4.624631545266129251e+01,4.378770413857149180e+01,5.376369355863292299e+01,4.407275874610864008e+01,4.818324190146320518e+01,5.633110881058365749e+01,5.722830329383069881e+01,4.063513891470322648e+01,5.390087838538497778e+01,5.114305973105033587e+01,4.374966793593496561e+01,5.703632116996613632e+01,5.448632676936740182e+01,4.445161641188970947e+01,4.882140324304841528e+01,4.089714493855512245e+01
5.046869969718902382e+01,4.319965205028622535e+01,4.535431108392796773e+01,6.118109669353857072e+01,4.394317658808637361e+01,4.884773002618662474e+01,4.638350780619435199e+01,5.802151093345710819e+01,4.440529534666745803e+01,4.696814573320597930e+01,4.813492519931533309e+01,3.775333015092893874e+01,4.810930658182507358e+01,5.981742739937857323e+01,4.613369145436805496e+01,4.405925909299927667e+01,5.361465627729777594e+01,4.584777399474199910e+01,5.007203569726396353e+01,5.666234823388867881e+01,5.655125026702499724e+01,4.572016437228388241e+01,5.483076685358871316e+01,5.139511657867534922e+01,4.654216127555476135e+01,5.642759746499233131e+01,5.413196421939415615e+01,4.492885782341163292e+01,5.091134686236227935e+01,4.221974919755006539e+01
4.841481510063432836e+01,4.045283130267269911e+01,4.171409963474754790e+01,6.055379968465656759e+01,4.203612557809569239e+01,4.568571969175490466e+01,4.443589295038549380e+01,5.717882709366762128e+01,4.328087192655870297e+01,4.526349505831472442e+01,4.572956953797014990e+01,3.708453810791011307e+01,4.537697553808943951e+01,5.896526134590300217e+01,4.535653512954099398e+01,4.311082769219954969e+01,5.262655933545096332e+01,4.392011214500227823e+01,4.794274837613605911e+01,5.528420927307040245e+01,5.579588763086407965e+01,4.176341380626330846e+01,5.314204767655814976e+01,5.022988036555522484e+01,4.396789026720269788e+01,5.563412203545735935e+01,5.325384868195656907e+01,4.382697018081587004e+01,4.863233435028932661e+01,4.068311238196349677e+01
3.717167010283816353e+01,3.206528507494414981e+01,3.272375200329903322e+01,4.501246411787280266e+01,3.318599826311103840e+01,3.529081203843079351e+01,3.468767436540220928e+01,4.285968793239368324e+01,3.408543430981499966e+01,3.524408873842708090e+01,3.543183692343338009e+01,3.026064537186850956e+01,3.516126826047338483e+01,4.398067178925027321e+01,3.544164009873947663e+01,3.400498978226977442e+01,3.997771812687928161e+01,3.436660470992758576e+01,3.686376539495940818e+01,4.158900961054064283e+01,4.200389081212334474e+01,3.270726493564271919e+01,4.019652515372074220e+01,3.844533386112178874e+01,3.429965247574189391e+01,4.189653874745884821e+01,4.038833398326163149e+01,3.443192421083930554e+01,3.727457406504427695e+01,3.239145863890657040e+01
4.179339099882420072e+01,3.519748560040946472e+01,3.590017633199543212e+01,5.197587633652159411e+01,3.674856782891237117e+01,3.923557719709120306e+01,3.865151926270521443e+01,4.920668635663221124e+01,3.800974759440182993e+01,3.939543179324996913e+01,3.952869485606301936e+01,3.321590920686518444e+01,3.913553378382232495e+01,5.063034660962624400e+01,3.978611260137385131e+01,3.793395709388344272e+01,4.552101274448076396e+01,3.824635096754928298e+01,4.139061323349417165e+01,4.751073886726687334e+01,4.813186379799880399e+01,3.583159475422296936e+01,4.569377280920500084e+01,4.354627013124763835e+01,3.806395639440422229e+01,4.798965513505343949e+01,4.605956756749380077e+01,3.845362443805981911e+01,4.189034150769934683e+01,3.579421087948279023e+01
